DEBUT;FIN;hq_contrat
2020-05-29 02:04;2020-05-29 02:10;312449667
2020-10-07 22:17;2020-10-08 00:28;312006261
2020-10-07 22:17;2020-10-08 00:28;312449667
2020-11-02 09:07;2020-11-02 09:43;312006261
2020-11-02 09:07;2020-11-02 09:43;312449667
2021-01-16 14:48;2021-01-16 15:38;312006261
2021-01-16 14:48;2021-01-16 15:38;312449667
2021-04-18 07:49;2021-04-18 08:07;312006261
2021-04-18 07:49;2021-04-18 08:07;312449667
2021-06-30 14:58;2021-06-30 17:27;312006261
2021-06-30 14:58;2021-06-30 17:27;312449667
2021-12-11 09:00;2021-12-11 09:14;312006261
2021-12-11 09:00;2021-12-11 09:14;312449667
2020-02-29 11:11;2020-02-29 14:36;312350836
2020-12-14 12:02;2020-12-14 12:14;312350836
2020-06-27 17:54;2020-06-27 18:05;307785166
2020-07-14 06:44;2020-07-14 07:44;307785166
2020-05-16 12:33;2020-05-16 12:52;303729451
2020-06-24 05:30;2020-06-24 06:20;303729451
2020-07-10 05:43;2020-07-10 06:21;303729451
2020-07-28 00:40;2020-07-28 04:40;303729451
2020-09-07 12:25;2020-09-07 16:17;303729451
2020-11-01 20:00;2020-11-02 09:33;303729451
2020-11-07 18:36;2020-11-07 19:10;303729451
2021-03-28 23:23;2021-03-29 01:53;303729451
2021-05-27 21:03;2021-05-27 23:23;303729451
2021-06-08 06:49;2021-06-08 07:37;303729451
2021-08-25 07:50;2021-08-25 08:13;303729451
2021-10-26 11:48;2021-10-26 11:59;303729451
2021-11-01 19:59;2021-11-02 00:25;303729451
2020-01-24 13:57;2020-01-24 22:19;311980444
2020-01-24 22:19;2020-01-24 22:25;311980444
2020-03-13 16:20;2020-03-13 17:50;311980444
2020-10-20 18:43;2020-10-20 19:06;311980444
2020-12-03 12:15;2020-12-03 12:35;311980444
2021-03-15 13:14;2021-03-15 13:35;311980444
2022-02-07 13:25;2022-02-07 13:30;311980444
2020-06-10 06:56;2020-06-10 08:42;309875287
2020-07-03 08:08;2020-07-03 09:08;309875287
2020-07-26 04:22;2020-07-26 06:26;309875287
2021-08-20 19:12;2021-08-20 20:44;309875287
2021-08-30 00:11;2021-08-30 02:02;309875287
2022-02-21 04:36;2022-02-21 05:46;309875287
2020-05-02 14:07;2020-05-02 14:27;308812151
2020-07-31 18:55;2020-07-31 20:27;308812151
2020-07-31 20:27;2020-07-31 23:11;308812151
2020-09-13 21:47;2020-09-13 22:51;308812151
2021-05-25 21:41;2021-05-25 21:47;308812151
2021-08-23 23:24;2021-08-24 00:37;308812151
2021-08-24 01:06;2021-08-24 01:24;308812151
2021-09-23 13:59;2021-09-23 14:11;308812151
2021-09-23 14:11;2021-09-23 14:42;308812151
2021-12-11 09:29;2021-12-11 09:54;308812151
2021-12-12 00:03;2021-12-12 00:14;308812151
2020-06-25 18:59;2020-06-26 07:18;311231598
2020-07-07 07:50;2020-07-07 08:00;311231598
2020-08-07 07:14;2020-08-07 09:38;311231598
2020-10-27 15:34;2020-10-27 16:18;311231598
2020-10-27 16:18;2020-10-27 18:47;311231598
2020-11-01 20:00;2020-11-02 01:50;311231598
2021-07-09 11:36;2021-07-09 12:00;311231598
2021-10-31 21:19;2021-11-01 05:55;311231598
2021-11-10 23:02;2021-11-11 00:22;311231598
2020-02-27 10:53;2020-02-27 11:00;308871212
2021-02-25 07:58;2021-02-25 09:04;308871212
2021-03-22 13:14;2021-03-22 16:06;308871212
2021-05-27 23:49;2021-05-28 00:31;308871212
2021-07-15 08:34;2021-07-15 13:16;308871212
2021-10-28 09:41;2021-10-28 10:53;308871212
2020-06-28 10:12;2020-06-28 11:00;303776572
2020-11-01 20:00;2020-11-02 00:14;303776572
2020-06-23 11:13;2020-06-23 13:12;313465926
2021-12-15 11:35;2021-12-15 14:00;313465926
2021-04-13 09:01;2021-04-13 11:16;313903376
2021-07-15 08:18;2021-07-15 14:58;313903376
2021-09-16 08:07;2021-09-16 15:04;313903376
2021-12-16 22:56;2021-12-17 00:37;313903376
2020-08-13 14:11;2020-08-13 14:33;314070932
2021-01-07 10:43;2021-01-07 11:59;314070932
2021-02-24 00:03;2021-02-24 00:50;314070932
2020-05-12 22:10;2020-05-12 23:48;314340228
2020-06-28 10:12;2020-06-28 11:01;314340228
2020-11-01 20:00;2020-11-01 23:52;314340228
2020-12-13 22:51;2020-12-13 23:22;314340228
2021-11-17 22:49;2021-11-17 23:55;314340228
2020-05-16 12:33;2020-05-16 12:52;311038171
2020-06-24 05:30;2020-06-24 06:20;311038171
2020-07-10 05:43;2020-07-10 06:21;311038171
2020-11-01 20:00;2020-11-02 00:52;311038171
2021-06-08 06:49;2021-06-08 07:37;311038171
2021-10-26 11:48;2021-10-26 11:59;311038171
2020-03-26 17:47;2020-03-26 19:14;311991789
2021-03-10 10:16;2021-03-10 10:27;311991789
2021-04-17 23:55;2021-04-18 00:23;311991789
2020-02-26 20:40;2020-02-26 22:50;312395641
2020-06-05 23:24;2020-06-06 06:50;312395641
2020-06-06 11:59;2020-06-06 13:14;312395641
2020-06-06 13:14;2020-06-06 13:29;312395641
2020-08-14 04:43;2020-08-14 05:08;312395641
2020-11-03 14:33;2020-11-03 14:42;312395641
2021-05-24 20:21;2021-05-24 20:26;312395641
2021-07-19 16:39;2021-07-19 16:49;312395641
2021-10-10 15:47;2021-10-10 17:05;312395641
2021-11-06 03:20;2021-11-06 05:42;312395641
2020-06-20 10:25;2020-06-20 11:51;312674958
2020-10-15 09:21;2020-10-15 09:45;312674958
2021-06-14 07:42;2021-06-14 07:56;312674958
2020-08-13 14:11;2020-08-13 14:33;311670831
2021-01-07 10:43;2021-01-07 11:59;311670831
2021-02-24 00:03;2021-02-24 00:50;311670831
2020-04-11 10:35;2020-04-11 12:06;304098040
2020-04-11 12:11;2020-04-11 13:59;304098040
2021-06-09 08:16;2021-06-09 15:04;304098040
2021-12-16 22:56;2021-12-17 00:37;304098040
2022-01-22 01:59;2022-01-22 05:13;304098040
2022-02-19 14:13;2022-02-19 15:02;304098040
2020-11-30 08:24;2020-11-30 09:01;313500781
2020-11-30 09:08;2020-11-30 09:54;313500781
2020-11-30 09:54;2020-11-30 10:15;313500781
2020-11-30 10:16;2020-11-30 10:40;313500781
2021-02-16 16:18;2021-02-16 16:28;313500781
2021-12-11 22:14;2021-12-12 12:12;313500781
2020-05-09 17:19;2020-05-09 17:50;313495179
2020-11-03 14:32;2020-11-03 14:43;313495179
2021-05-13 11:04;2021-05-13 12:10;313495179
2021-05-24 21:30;2021-05-25 01:36;313495179
2021-11-06 03:20;2021-11-06 05:07;313495179
2021-12-11 09:45;2021-12-11 14:59;313495179
2022-02-09 16:19;2022-02-09 16:34;313495179
2020-06-23 11:13;2020-06-23 13:12;311106020
2021-03-31 08:09;2021-03-31 09:32;311106020
2020-05-13 10:04;2020-05-13 13:06;314427664
2020-06-14 08:26;2020-06-14 08:43;314427664
2020-08-25 08:32;2020-08-25 10:17;314427664
2020-12-15 08:43;2020-12-15 11:31;314427664
2021-07-25 09:32;2021-07-25 10:56;314427664
2021-10-08 08:31;2021-10-08 09:53;314427664
2022-02-06 17:20;2022-02-06 22:11;314427664
2022-02-06 22:14;2022-02-07 00:02;314427664
;;305286314
2020-08-28 11:30;2020-08-28 11:44;313298680
2021-05-06 08:40;2021-05-06 11:42;313298680
2021-12-06 23:19;2021-12-07 01:00;313298680
2022-02-06 17:20;2022-02-06 18:57;313298680
2022-02-06 18:58;2022-02-06 19:16;313298680
2022-02-06 19:17;2022-02-06 23:23;313298680
2022-02-06 23:23;2022-02-07 00:38;313298680
2022-02-07 00:44;2022-02-07 05:00;313298680
2022-02-07 05:00;2022-02-07 05:06;313298680
2022-02-07 05:14;2022-02-07 05:47;313298680
2020-03-30 15:29;2020-03-31 01:54;312167908
2020-05-09 13:10;2020-05-09 14:11;312167908
2020-07-22 03:46;2020-07-22 05:57;312167908
2021-08-23 12:19;2021-08-23 12:26;312167908
2020-09-30 16:45;2020-09-30 16:59;308826901
2021-05-23 13:12;2021-05-23 15:33;308826901
2021-06-02 22:29;2021-06-02 23:42;308826901
2021-06-05 18:57;2021-06-05 19:16;308826901
2021-09-07 08:48;2021-09-07 09:14;308826901
2021-09-07 09:14;2021-09-07 09:59;308826901
2022-02-03 04:54;2022-02-03 09:23;308826901
2020-07-05 16:53;2020-07-05 17:26;314815214
2021-03-29 16:22;2021-03-29 16:33;314815214
2020-07-05 16:53;2020-07-05 17:24;305219508
2020-08-25 14:10;2020-08-25 14:38;305219508
2021-03-29 16:22;2021-03-29 16:31;305219508
2021-08-10 08:33;2021-08-10 08:59;305219508
2021-11-18 00:32;2021-11-18 03:49;305219508
2020-01-26 23:09;2020-01-26 23:19;311179229
2020-07-08 02:33;2020-07-08 10:20;311179229
2020-09-10 13:24;2020-09-10 17:53;311179229
2020-11-02 05:37;2020-11-02 09:04;311179229
2021-05-12 08:32;2021-05-12 12:16;311179229
2021-09-11 10:54;2021-09-11 11:03;311179229
2022-02-02 19:46;2022-02-02 19:56;311179229
2022-02-22 19:31;2022-02-22 19:37;311179229
2020-01-08 09:42;2020-01-08 09:52;311489340
2020-08-25 10:22;2020-08-25 11:37;311489340
2020-08-25 11:37;2020-08-25 20:44;311489340
2021-03-21 08:54;2021-03-21 09:07;311489340
2021-04-23 16:43;2021-04-23 16:52;311489340
2021-05-11 16:00;2021-05-11 16:50;311489340
2020-03-04 08:28;2020-03-04 09:19;312709338
2020-04-21 19:02;2020-04-21 20:25;312709338
2020-11-30 08:24;2020-11-30 09:01;312709338
2020-11-30 09:08;2020-11-30 09:15;312709338
2021-06-24 06:38;2021-06-24 07:07;312709338
2021-12-11 22:06;2021-12-12 08:54;312709338
2021-12-12 08:59;2021-12-12 09:16;312709338
2020-03-11 17:59;2020-03-11 18:16;313276615
2020-04-11 10:35;2020-04-11 10:56;313276615
2020-04-11 12:11;2020-04-11 12:30;313276615
2020-05-03 19:34;2020-05-03 19:46;313276615
2020-05-09 02:58;2020-05-09 03:12;313276615
2020-05-09 03:20;2020-05-09 04:53;313276615
2021-09-27 08:30;2021-09-27 13:51;313276615
2020-06-25 11:12;2020-06-25 12:41;308886485
2020-10-20 18:43;2020-10-20 19:09;308886485
2020-12-03 12:15;2020-12-03 12:34;308886485
2021-03-15 13:14;2021-03-15 13:34;308886485
2022-02-07 13:25;2022-02-07 13:30;308886485
2020-03-13 17:05;2020-03-13 20:00;302750758
2020-03-13 20:01;2020-03-13 22:20;302750758
2020-10-20 18:43;2020-10-20 19:07;302750758
2020-12-03 12:15;2020-12-03 12:35;302750758
2021-03-15 13:14;2021-03-15 13:35;302750758
2021-06-01 12:16;2021-06-01 14:07;302750758
2021-06-01 14:27;2021-06-01 14:37;302750758
2021-06-01 14:37;2021-06-01 15:19;302750758
2020-08-10 09:43;2020-08-10 15:06;313884896
2020-10-20 18:43;2020-10-20 19:07;313884896
2020-11-16 10:51;2020-11-16 11:03;313884896
2020-12-03 12:15;2020-12-03 12:38;313884896
2021-06-01 09:17;2021-06-01 14:47;313884896
2021-11-24 09:56;2021-11-24 15:25;313884896
2021-12-21 09:00;2021-12-21 09:07;313884896
2020-06-19 15:36;2020-06-19 16:17;310496372
2021-06-15 18:08;2021-06-15 18:15;310496372
2021-09-23 13:58;2021-09-23 15:53;310496372
2020-06-19 15:36;2020-06-19 16:16;313937997
2020-08-28 09:43;2020-08-28 10:02;313937997
2021-02-25 01:50;2021-02-25 05:15;313937997
2021-06-15 18:08;2021-06-15 18:16;313937997
2021-09-08 09:25;2021-09-08 09:38;307566632
2021-12-12 00:25;2021-12-12 09:50;307566632
2021-04-20 11:11;2021-04-20 11:25;306227500
2020-05-02 14:07;2020-05-02 14:27;303067357
2021-05-25 21:41;2021-05-25 21:47;303067357
2021-09-23 13:59;2021-09-23 14:11;303067357
2021-09-23 14:11;2021-09-23 14:43;303067357
2021-12-11 09:29;2021-12-11 10:03;303067357
2021-12-11 10:03;2021-12-11 15:27;303067357
2021-12-11 15:27;2021-12-11 15:46;303067357
2021-12-11 08:59;2021-12-11 18:16;310971981
;;311071119
2020-05-27 11:57;2020-05-27 12:03;302994309
2020-08-28 22:50;2020-08-28 22:57;302994309
2020-06-19 15:36;2020-06-19 17:24;312761515
2020-06-23 17:45;2020-06-23 19:24;312761515
2020-07-31 18:53;2020-07-31 19:11;312761515
2021-06-15 18:08;2021-06-15 18:15;312761515
2020-04-17 15:09;2020-04-17 16:59;302990106
2020-06-19 15:36;2020-06-19 16:16;302990106
2020-06-30 07:59;2020-06-30 10:08;302990106
2021-06-24 08:26;2021-06-24 09:37;302990106
;;308681613
2021-06-21 11:09;2021-06-21 11:15;302754746
2021-06-21 11:09;2021-06-21 11:15;304690425
2021-06-27 17:14;2021-06-27 19:18;302754746
2021-06-27 17:14;2021-06-27 19:18;304690425
2021-12-12 01:00;2021-12-12 11:47;302754746
2021-12-12 01:00;2021-12-12 11:47;304690425
2020-06-24 03:04;2020-06-24 10:21;314510220
2020-07-13 13:09;2020-07-13 13:48;314510220
2020-08-08 13:35;2020-08-08 23:35;314510220
2021-03-29 15:46;2021-03-29 17:48;314510220
2021-04-20 11:11;2021-04-20 11:23;314510220
2021-05-25 08:40;2021-05-25 14:50;314510220
2021-06-21 15:59;2021-06-22 15:44;314510220
2021-06-27 10:25;2021-06-27 19:07;314510220
2021-12-11 23:48;2021-12-12 18:47;314510220
2022-01-19 20:43;2022-01-20 05:03;314510220
2022-02-22 20:42;2022-02-23 00:54;314510220
2020-02-26 08:05;2020-02-26 12:02;302903441
2021-12-06 18:16;2021-12-07 02:10;302903441
2021-12-11 20:31;2021-12-12 13:33;302903441
2020-06-10 10:25;2020-06-10 14:24;310131103
2020-06-23 07:13;2020-06-23 08:55;310131103
2020-06-23 19:41;2020-06-23 20:00;310131103
2020-06-23 20:01;2020-06-23 20:29;310131103
2020-07-08 04:48;2020-07-08 08:20;310131103
2020-07-31 05:22;2020-07-31 09:35;310131103
2020-08-19 08:04;2020-08-19 15:08;310131103
2020-08-19 15:08;2020-08-19 15:18;310131103
2020-09-25 06:42;2020-09-25 09:50;310131103
2021-09-25 08:16;2021-09-25 14:39;310131103
2021-10-22 08:32;2021-10-22 09:25;310131103
2021-10-28 14:45;2021-10-28 15:42;310131103
2021-11-03 10:18;2021-11-03 11:23;310131103
2021-12-06 16:28;2021-12-07 10:07;310131103
2020-06-11 12:06;2020-06-11 18:52;302741351
2020-10-16 12:59;2020-10-16 14:10;302741351
2021-04-25 19:12;2021-04-25 21:20;302741351
2021-09-23 13:24;2021-09-23 15:26;302741351
2021-12-06 19:46;2021-12-06 23:35;302741351
2021-12-07 00:59;2021-12-07 01:35;302741351
2021-12-11 22:03;2021-12-12 16:57;302741351
2020-08-04 17:10;2020-08-04 21:04;311730317
2020-08-04 21:04;2020-08-04 21:24;311730317
2020-08-13 14:04;2020-08-13 14:32;311730317
2020-11-02 10:26;2020-11-02 10:46;311730317
2021-08-23 12:19;2021-08-23 12:26;311730317
2021-12-07 03:09;2021-12-07 05:15;311730317
2020-04-11 10:35;2020-04-11 12:06;313554068
2020-04-11 12:11;2020-04-11 13:59;313554068
2021-06-09 08:16;2021-06-09 15:04;313554068
2021-12-16 22:56;2021-12-17 00:37;313554068
2022-02-19 14:13;2022-02-19 15:02;313554068
2020-06-24 09:52;2020-06-24 15:35;304513282
2021-06-02 08:42;2021-06-02 15:08;304513282
2021-06-15 09:02;2021-06-15 14:17;304513282
2021-11-15 10:53;2021-11-15 11:01;304513282
2022-01-18 00:28;2022-01-18 00:48;304513282
2022-01-18 00:48;2022-01-18 06:22;304513282
2022-01-28 07:11;2022-01-28 08:54;304513282
2022-02-02 23:39;2022-02-03 06:09;304513282
2020-06-18 18:37;2020-06-18 21:19;302884670
2020-10-20 18:43;2020-10-20 19:07;302884670
2020-11-16 10:51;2020-11-16 11:04;302884670
2020-12-03 12:15;2020-12-03 12:37;302884670
2021-04-16 16:22;2021-04-16 19:44;302884670
2021-09-18 07:40;2021-09-18 12:57;302884670
2021-11-07 19:09;2021-11-07 21:29;302884670
2020-03-14 08:05;2020-03-14 08:59;305002536
2020-04-01 22:14;2020-04-02 01:51;305002536
2020-09-20 17:47;2020-09-20 20:52;305002536
2021-06-21 11:09;2021-06-21 11:15;305002536
2021-07-14 08:28;2021-07-14 11:00;305002536
2021-11-28 10:11;2021-11-28 12:51;305002536
2020-02-21 08:34;2020-02-21 13:56;311912323
2020-08-05 08:31;2020-08-05 16:11;311912323
2020-10-10 17:24;2020-10-10 18:13;311912323
2020-11-02 05:39;2020-11-02 07:16;311912323
2020-11-02 07:32;2020-11-02 08:21;311912323
2020-11-02 09:11;2020-11-02 09:28;311912323
2020-11-02 10:04;2020-11-02 10:24;311912323
2020-11-02 10:24;2020-11-02 11:15;311912323
2020-11-16 06:55;2020-11-16 08:59;311912323
2021-06-02 22:29;2021-06-02 23:47;311912323
2021-06-05 18:57;2021-06-05 19:15;311912323
2021-09-07 08:48;2021-09-07 09:58;311912323
2020-09-30 15:33;2020-09-30 15:47;313906301
2020-09-30 15:47;2020-09-30 16:15;313906301
2021-04-30 13:07;2021-04-30 16:10;313906301
2020-03-11 12:33;2020-03-11 14:34;303148611
2020-09-20 10:31;2020-09-20 10:40;303148611
2021-01-31 12:49;2021-01-31 12:56;303148611
2021-06-07 08:50;2021-06-07 09:00;303148611
2021-06-07 11:09;2021-06-07 11:17;303148611
2021-09-07 13:43;2021-09-07 13:55;303148611
2020-05-16 13:37;2020-05-16 13:44;303404975
2020-05-23 14:23;2020-05-23 14:31;303404975
2021-03-23 08:34;2021-03-23 15:36;303404975
2021-04-23 10:53;2021-04-23 12:25;303404975
2021-05-02 11:46;2021-05-02 14:28;303404975
2021-05-02 14:30;2021-05-02 15:05;303404975
2021-05-02 15:05;2021-05-02 15:19;303404975
2021-06-11 23:40;2021-06-11 23:58;303404975
2021-09-09 12:56;2021-09-09 13:36;303404975
2021-11-16 11:29;2021-11-16 11:54;303404975
2021-12-11 21:23;2021-12-13 03:17;303404975
2020-05-29 13:54;2020-05-29 17:19;313481448
2020-08-11 15:42;2020-08-11 16:27;313481448
2020-08-11 16:28;2020-08-11 16:55;313481448
2021-05-10 13:33;2021-05-10 13:42;313481448
2021-05-10 13:43;2021-05-10 15:31;313481448
2022-02-06 17:20;2022-02-07 00:30;313481448
2020-06-22 17:49;2020-06-22 18:28;311886614
2021-03-30 17:51;2021-03-30 18:04;311886614
2021-08-27 10:03;2021-08-27 12:25;311886614
2021-11-14 04:07;2021-11-14 06:40;311886614
2020-09-30 15:33;2020-09-30 15:47;313625315
2020-09-30 15:47;2020-09-30 16:15;313625315
2020-06-11 12:14;2020-06-11 17:03;310271870
2020-06-11 17:03;2020-06-11 18:42;310271870
2020-07-08 00:47;2020-07-08 00:58;310271870
2020-07-12 07:05;2020-07-12 11:37;310271870
2020-07-27 12:41;2020-07-27 14:14;310271870
2020-08-11 13:08;2020-08-11 15:11;310271870
2020-09-02 17:26;2020-09-02 17:34;310271870
2020-09-13 19:37;2020-09-13 22:06;310271870
2021-05-19 08:51;2021-05-19 09:19;310271870
2021-05-23 08:34;2021-05-23 10:25;310271870
2021-05-23 11:56;2021-05-23 12:14;310271870
2021-06-14 15:21;2021-06-14 17:29;310271870
2021-06-27 03:08;2021-06-27 03:58;310271870
2021-08-18 08:27;2021-08-18 09:14;310271870
2021-08-30 10:12;2021-08-30 10:28;310271870
2021-08-30 10:12;2021-08-30 10:28;310271870
2021-09-11 10:54;2021-09-11 11:04;310271870
2021-09-23 11:47;2021-09-23 12:01;310271870
2021-09-23 12:36;2021-09-23 12:50;310271870
2021-10-06 08:33;2021-10-06 14:03;310271870
2021-11-05 08:51;2021-11-05 09:03;310271870
2021-12-06 20:00;2021-12-06 22:16;310271870
2021-12-11 20:05;2021-12-12 05:00;310271870
2021-12-12 05:18;2021-12-12 17:36;310271870
2021-12-23 07:14;2021-12-23 09:47;310271870
2022-02-02 19:46;2022-02-02 20:00;310271870
2020-07-14 08:59;2020-07-14 11:31;313133073
2021-01-20 08:27;2021-01-20 10:39;313133073
2021-01-20 10:39;2021-01-20 11:33;313133073
2021-05-31 16:07;2021-05-31 16:15;313133073
2021-07-15 08:37;2021-07-15 17:04;313133073
2020-05-05 09:43;2020-05-05 09:55;314434775
2020-05-05 10:28;2020-05-05 10:39;314434775
2020-06-07 04:46;2020-06-07 05:36;314434775
2021-01-02 12:58;2021-01-02 15:54;314434775
2021-02-24 20:08;2021-02-24 21:04;314434775
2021-06-11 11:24;2021-06-11 11:36;314434775
2021-12-11 10:50;2021-12-11 14:38;314434775
2020-05-09 17:21;2020-05-09 19:19;311569220
2020-10-10 02:30;2020-10-10 03:10;311569220
2021-01-16 08:27;2021-01-16 10:49;311569220
2021-09-28 10:28;2021-09-28 10:43;311569220
2021-11-09 11:57;2021-11-09 13:32;311569220
2021-11-09 13:32;2021-11-09 14:53;311569220
2021-03-24 11:46;2021-03-24 11:55;311967139
2021-03-24 11:46;2021-03-24 11:55;304873954
2021-04-23 16:43;2021-04-23 16:51;311967139
2021-04-23 16:43;2021-04-23 16:51;304873954
2021-05-11 16:00;2021-05-11 16:48;311967139
2021-05-11 16:00;2021-05-11 16:48;304873954
2021-10-26 08:42;2021-10-26 09:06;311967139
2021-10-26 08:42;2021-10-26 09:06;304873954
2021-12-11 19:43;2021-12-11 22:37;311967139
2021-12-11 19:43;2021-12-11 22:37;304873954
2021-12-11 22:38;2021-12-12 21:02;311967139
2021-12-11 22:38;2021-12-12 21:02;304873954
2021-12-12 21:02;2021-12-13 01:28;311967139
2021-12-12 21:02;2021-12-13 01:28;304873954
2022-02-09 07:04;2022-02-09 10:48;311967139
2022-02-09 07:04;2022-02-09 10:48;304873954
2020-01-07 12:05;2020-01-07 13:39;307412331
2021-07-01 07:03;2021-07-01 07:29;307412331
2020-01-26 00:10;2020-01-26 04:15;313510849
2020-02-22 07:17;2020-02-22 07:35;313510849
2020-06-27 05:10;2020-06-27 05:19;313510849
2020-06-28 16:20;2020-06-28 16:30;313510849
2020-07-08 01:16;2020-07-08 01:24;313510849
2020-07-14 09:47;2020-07-14 14:14;313510849
2020-10-10 16:51;2020-10-10 22:19;313510849
2020-10-11 16:08;2020-10-11 17:16;313510849
2021-01-15 09:00;2021-01-15 09:49;313510849
2021-01-15 09:51;2021-01-15 11:05;313510849
2021-01-15 11:05;2021-01-15 11:30;313510849
2021-01-15 11:30;2021-01-15 11:38;313510849
2021-01-15 11:38;2021-01-15 14:05;313510849
2021-01-16 13:02;2021-01-16 21:13;313510849
2021-02-03 16:27;2021-02-03 18:27;313510849
2021-02-24 19:31;2021-02-25 10:28;313510849
2021-04-07 09:39;2021-04-07 10:35;313510849
2021-04-15 12:14;2021-04-15 19:03;313510849
2021-05-26 13:59;2021-05-26 17:32;313510849
2021-06-02 09:35;2021-06-02 14:21;313510849
2021-11-01 05:47;2021-11-01 10:14;313510849
2021-11-08 15:17;2021-11-08 16:14;313510849
2021-12-11 23:04;2021-12-12 18:26;313510849
2021-12-14 10:01;2021-12-14 13:40;313510849
2020-02-22 07:17;2020-02-22 07:35;313154686
2020-06-27 05:10;2020-06-27 05:19;313154686
2020-06-28 16:20;2020-06-28 16:30;313154686
2020-07-08 01:16;2020-07-08 01:24;313154686
2020-07-19 19:05;2020-07-19 20:45;313154686
2021-05-06 13:21;2021-05-06 22:24;313154686
2021-06-14 16:32;2021-06-14 21:05;313154686
2021-12-11 23:04;2021-12-13 08:58;313154686
2020-01-26 23:15;2020-01-27 01:02;302590043
2020-01-27 01:02;2020-01-27 01:33;302590043
2020-02-14 06:11;2020-02-14 08:59;302590043
2020-02-14 08:59;2020-02-14 09:14;302590043
2020-06-28 14:19;2020-06-28 14:27;302590043
2020-09-19 09:17;2020-09-19 09:25;302590043
2021-03-01 11:24;2021-03-01 13:18;302590043
2021-04-11 12:13;2021-04-11 14:18;302590043
2021-05-08 21:44;2021-05-09 00:46;302590043
2021-05-31 09:15;2021-05-31 09:24;302590043
2021-09-26 13:47;2021-09-26 15:44;302590043
2021-12-11 22:08;2021-12-12 12:17;302590043
2020-01-26 00:10;2020-01-26 04:15;314488852
2020-02-22 07:17;2020-02-22 07:35;314488852
2020-06-27 05:10;2020-06-27 05:19;314488852
2020-06-28 16:20;2020-06-28 16:30;314488852
2020-07-08 01:16;2020-07-08 01:24;314488852
2020-07-14 09:47;2020-07-14 14:14;314488852
2020-10-10 16:51;2020-10-10 22:19;314488852
2020-10-11 16:08;2020-10-11 17:16;314488852
2021-01-15 09:00;2021-01-15 09:49;314488852
2021-01-15 09:51;2021-01-15 11:05;314488852
2021-01-15 11:05;2021-01-15 11:30;314488852
2021-01-15 11:30;2021-01-15 11:38;314488852
2021-01-15 11:38;2021-01-15 14:05;314488852
2021-01-16 13:02;2021-01-16 21:13;314488852
2021-01-24 12:20;2021-01-24 16:42;314488852
2021-02-03 16:27;2021-02-03 18:27;314488852
2021-02-24 19:31;2021-02-25 10:28;314488852
2021-04-07 09:39;2021-04-07 10:35;314488852
2021-04-15 12:14;2021-04-15 19:03;314488852
2021-06-02 09:35;2021-06-02 14:21;314488852
2021-11-01 05:47;2021-11-01 10:14;314488852
2021-11-08 15:17;2021-11-08 16:14;314488852
2021-12-11 23:04;2021-12-12 18:26;314488852
2021-12-14 10:01;2021-12-14 13:40;314488852
2020-02-22 07:17;2020-02-22 07:33;310397826
2020-06-27 05:10;2020-06-27 05:20;310397826
2020-06-28 16:20;2020-06-28 16:30;310397826
2020-07-08 01:16;2020-07-08 01:24;310397826
2020-07-09 21:42;2020-07-10 03:10;310397826
2020-11-18 10:24;2020-11-18 16:17;310397826
2020-02-24 07:30;2020-02-24 07:45;310443112
2020-04-26 08:01;2020-04-26 08:16;310443112
2020-06-23 20:22;2020-06-23 21:38;310443112
2022-01-19 18:36;2022-01-19 19:52;310443112
2020-05-05 09:43;2020-05-05 09:55;302388541
2020-05-05 10:28;2020-05-05 10:39;302388541
2021-01-02 12:58;2021-01-02 15:51;302388541
2021-05-26 14:13;2021-05-26 17:44;302388541
2021-06-11 11:24;2021-06-11 11:38;302388541
2022-02-02 08:30;2022-02-02 12:01;302388541
2020-01-13 17:48;2020-01-13 17:54;303038530
2020-03-11 09:34;2020-03-11 09:39;303038530
2020-10-15 09:21;2020-10-15 09:44;303038530
2020-12-19 17:31;2020-12-19 18:27;303038530
2021-01-29 16:13;2021-01-29 18:12;303038530
2021-06-14 07:42;2021-06-14 07:54;303038530
2021-07-01 07:03;2021-07-01 07:31;303038530
2020-05-05 09:43;2020-05-05 09:55;305043918
2020-05-05 10:28;2020-05-05 11:08;305043918
2020-07-17 13:57;2020-07-17 14:38;305043918
2020-12-15 11:40;2020-12-15 11:52;305043918
2021-06-11 11:24;2021-06-11 11:38;305043918
2020-01-21 15:40;2020-01-21 15:49;302553549
2020-02-10 15:13;2020-02-10 15:36;302553549
2020-04-02 23:47;2020-04-02 23:52;302553549
2020-10-02 01:46;2020-10-02 01:52;302553549
2021-06-20 05:00;2021-06-20 08:57;302553549
2021-06-20 08:57;2021-06-20 09:02;302553549
2021-10-02 04:08;2021-10-02 05:38;302553549
2021-10-02 06:47;2021-10-02 07:41;302553549
2020-01-21 15:40;2020-01-21 15:49;302451253
2020-02-10 15:13;2020-02-10 15:36;302451253
2020-04-02 23:47;2020-04-03 06:38;302451253
2020-08-30 14:11;2020-08-30 17:16;302451253
2020-09-16 20:44;2020-09-17 02:03;302451253
2020-09-23 14:19;2020-09-23 16:12;302451253
2020-10-02 01:46;2020-10-02 10:12;302451253
2020-10-07 23:18;2020-10-08 05:35;302451253
2020-10-08 05:52;2020-10-08 10:56;302451253
2021-02-17 09:14;2021-02-17 11:30;302451253
2021-08-13 13:56;2021-08-13 15:26;302451253
